input_text,output_text
"AMUSEMENT OR RECREATIONAL FACILITIES – N.O.C. — operation or maintenance of amusement devices — including ticket collectors This classification applies to the operation or maintenance of amusement devices at recreational facilities, including but not limited to amusement parks, zoos, water parks, miniature golf courses, batting cages, bumper car facilities, archery ranges, water excursions/tours and laser tag, airsoft or paintball facilities.This classification also applies to guided tours for water-based activities or water-based athletic or fitness instructional programs at locations other than swimming pools, including but not limited to surfing, scuba, kayaking, paddle boarding or kite surfing on lakes, bays, rivers or oceans.This classification also applies to guided wilderness expeditions; motorsports operations; or ski instructors, ski patrol personnel or employees engaged in ski trail grooming at ski resort locations that exclusively provide Nordic (cross-country) skiing activities.This classification also applies to the detonation of fireworks for pyrotechnic displays.Traveling carnivals shall be classified as 9185, Carnivals.Employers that operate boat marinas or boat rental facilities shall be classified as 9016(4), Boat Marina and Boat Rental Operation.Bowling centers shall be classified as 9092(1), Bowling Centers.Billiard halls shall be classified as 9092(2), Billiard Halls.Skating rinks or skate parks shall be classified as 9092(3), Skating Centers.The operation of Alpine (downhill) ski resorts, including the operation of Nordic (cross-country) ski trails at Alpine ski resort locations, shall be classified as 9184, Ski Resorts — Alpine. 
Also refer to companion Classification 9016(1), Amusement or Recreational Facilities — N.O.C. — all employees other than those engaged in the operation or maintenance of amusement devices, restaurants or retail stores.If an employee who performs duties described by Classification 9180(1) also performs duties described by Classification 9016(1), the payroll of that employee may be divided between Classifications 9016(1) and 9180(1), provided the employer maintains accurate records supported by time cards or time book entries that show such division. See Section V, Rule 3, Division of Single Employee's Payroll.Restaurants, retail stores or hotels shall be separately classified.",Classification Code: 9180 | Pure Premium Rate: 2.9 | Effective Date: 9/1/2023
"AUTOMOBILE OR TRUCK OIL AND FLUID REPLACEMENT SERVICE FACILITIES – no gasoline sales or repair – all employees – including accessories and spare parts departments and estimators, service writers, customer service representatives and cashiers – N.O.C. This classification applies to the provision of oil and fluid replacement services for customers’ automobiles or trucks on a fee basis. Operations include but are not limited to filter replacement, wiper blade replacement and chassis lubrication.This classification does not apply to automobile or truck storage garages, parking stations or lots that perform incidental services, including but not limited to the sale of gasoline or oil, washing, polishing or oil and fluid replacement; such operations shall be classified as 8392, Automobile or Truck Storage Garages or Parking Stations or Lots.This classification does not apply to automobile or truck service or repair facilities at which the operations include the sale of gasoline or fuel or the mechanical repair of automobiles or trucks. Refer to the Automotive Industry Group for a complete list of classifications applicable to automobile or truck service or repair facilities.Towing, roadside assistance and freeway service patrol operations when conducted on vehicles not owned by the employer shall be separately classified as 7227, Automobile or Truck Towing, Roadside Assistance or Freeway Service Patrol.""Roadside assistance"" refers to services provided to the vehicle owner under an agreement with a third party (such as a motor club or law enforcement agency). Contemplated services include changing tires, jump-starting batteries, replacing batteries, supplying a small amount of gasoline or performing minor vehicle repairs such as reattaching ignition wires or battery cables.",Classification Code: 8387 | Pure Premium Rate: 3.33 | Effective Date: 9/1/2023
"SOCIAL REHABILITATION FACILITIES FOR ADULTS — all employeesClassification 8804(2) shall not be used for division of payroll in connection with Classifications 9070(1), Residential Care Facilities for the Elderly, 9070(3), Residential Care Facilities for Adults, 8823, Residential Care Facilities for Children, or 8851, Congregate Living Facilities for the Elderly, unless the operation described by Classification 8804(2) constitutes a separate and distinct enterprise having no connection with the operations covered by Classifications 9070(1), 9070(3), 8823 or 8851. This classification shall apply to nonmedical residential care facilities, including but not limited to, psychiatric, pre-parole or probation halfway houses that provide services in a group setting to persons who are capable of meeting their life support needs independently, but who temporarily need assistance, guidance and counseling.",Classification Code: 8804 | Pure Premium Rate: 2.35 | Effective Date: 9/1/2023
"CEMETERY OPERATION — all employees This classification applies to the operation and maintenance of cemeteries or mausoleums, including cemetery plot or mausoleum sales counselors at the cemetery location. This classification also applies to the operation and maintenance of pet cemeteries.Crematory operations shall be separately classified as 9220(2), Crematory Operation.The operation of funeral homes and mortuaries shall be classified as 9620, Funeral Directors.The manufacture of stone cemetery monuments shall be classified as 1803, Stone Cutting or Manufacturing.",Classification Code: 9220 | Pure Premium Rate: 6.42 | Effective Date: 9/1/2023
"THEATERS — not motion picture — all employees other than performers and directors of performers — including managers, stage technicians, box office employees or ushers This classification applies to the production of live musical, dance, opera, dramatic, comedic, circus or other theatrical presentations before a live audience or the operation of venues used for such live entertainment. This classification includes all theater employees other than performers and directors of performers, including managers, stage technicians, box office employees or ushers.Also refer to companion Classification 9156, Theaters — dance, opera or theater companies — all performers and directors of performers — N.O.C., and to companion Classification 9151, Theaters — musical entertainment — live performances.If an employee who performs duties described by Classification 9154 also performs duties described by Classifications 9151 or 9156, the payroll of that employee may be divided between Classifications 9154 and 9156, or between Classifications 9151 and 9154 provided the employer maintains accurate records supported by time cards or time book entries that show such division. Refer to Section V, Rule 3.",Classification Code: 9154 | Pure Premium Rate: 1.87 | Effective Date: 9/1/2023
"PLASTICS — extrusion molded products mfg. — N.O.C. This classification applies to the manufacture of extrusion molded plastic products, including but
not limited to sheet plastic; plastic pellets; rod, tube and pipe stock; hose and bubble wrap.The manufacture of plastic bags shall be classified as 4286, Bag Mfg. — plastic.The entire payroll of a tool and die department shall be classified as follows:If 50% or more of the department's total time is devoted to the maintenance or repair (not manufacture or modification) of molds and dies used in the employer's production operations, the department shall be classified as 4495; otherwise, the department shall be separately classified as 3099, Tool MfgIf more than 50% of the department's total time is devoted to the manufacture or modification (not maintenance or repair) of molds or dies (irrespective of the end user), or the maintenance or repair of customers' molds and dies that are not used in the employer's production operations, the department shall be separately classified as 3099, Tool Mfg.; otherwise, the department shall be classified as 4495.",Classification Code: 4495 | Pure Premium Rate: 3.17 | Effective Date: 9/1/2023
"TRUCK FARMS This classification applies to all acreage devoted to the cultivation and harvesting, including field packing, of garden vegetables, including but not limited to tomatoes, lettuce, carrots, onions, peas and sweet corn. This classification also applies to growing plants for the purpose of obtaining seeds, or the cultivation and harvesting of melons, dry peas, dry beans, soybeans, mushrooms or bean sprouts.This classification also applies to the cultivation of garden vegetables using hydroponic farming methods or the raising of earthworms or snails.The washing, sorting, sizing, grading, packing, precooling or otherwise preparing of vegetables for shipment (not field packing) shall be separately classified as 8209, Vegetables.The growing of vegetable plants for sale to others for outdoor planting or decorative purposes shall be classified as 0005, Nurseries.Providing machinery and operating crews to conduct mechanized farming or harvesting operations for separate concerns on a fee basis shall be classified as 0050, Farm Machinery Operation.The cultivation and harvesting of hay; alfalfa; flax; safflower; maize; all sorghums; all the cereal grains, including but not limited to wheat, barley, rice, field corn and oats; or cotton shall be classified as 0171, Field Crops.",Classification Code: 0172 | Pure Premium Rate: 3.76 | Effective Date: 9/1/2023
"PRINTED CIRCUIT BOARD MFG. This classification applies to the manufacture (etching and plating) of printed circuit boards.The manufacture of printed circuit boards for inclusion in an electrical or electronic product manufactured by the employer shall be assigned to the applicable electrical or electronic product manufacturing classification.The assembling of components onto printed circuit boards on a fee basis shall be classified as 3577, Printed Circuit Board Assembling.",Classification Code: 4354 | Pure Premium Rate: 2.16 | Effective Date: 9/1/2023
DIE CASTING MFG. This classification applies to die casting using automated equipment to inject molten metal into a mold cavity to produce castings. This classification also applies to the finishing of metal castings or manufacturing of dies in connection with die casting operations by the same employer.The machining or assembly of castings to produce finished parts or components shall be separately classified.,Classification Code: 1925 | Pure Premium Rate: 9.64 | Effective Date: 9/1/2023
"SHEET METAL WORK — erection, installation or repair — including shop, yard or storage operations — employees whose regular hourly wage does not equal or exceed $29.00 per hour — N.O.C. This classification applies to the installation of sheet metal items that are not more specifically described by another classification, including but not limited to gutters, downspouts, flashings, siding, flues, commercial kitchen vent hoods, counters, wall lining, expansion joint covers, decorative metal ceilings and corrugated metal decking.This classification includes the shop fabrication of sheet metal items when the employer installs any portion of the fabricated items.This classification applies to the installation of sheet metal roofing when installed by the same employer who performs the sheet metal skinning in constructing new buildings or additions to existing buildings at the same job or location. All other roofing shall be separately classified.This classification also applies to the installation of vinyl siding.The installation of ductwork for heating or air conditioning systems shall be classified as 5538(2)/5542(2), Heating or Air Conditioning Ductwork.The installation of pipe and pipe fittings shall be separately classified.",Classification Code: 5538 | Pure Premium Rate: 5.86 | Effective Date: 9/1/2023
"PAINTING — shop only — N.O.C. This classification applies to the shop painting of various objects, including but not limited to wood, metal and plastic parts, automotive components, bicycle parts, computer housings, electrical boxes and wheels for separate concerns on a fee basis. This classification includes the application of coatings by electrostatic powder coating and vapor deposition.This classification also applies to furniture refinishing operations including incidental disassembly and reassembly.This classification does not apply to painting or finishing that is performed in connection with manufacture or repair operations performed by the employer; such operations shall be assigned to the appropriate manufacturing or repair classification.The application of coatings by electroplating, electrogalvanizing or anodizing shall be classified as 3372(1), Electroplating, Electrogalvanizing or Anodizing.The application of zinc coatings by hot dip galvanizing shall be classified as 3372(4), Galvanizing.Automobile or truck service facilities at which the operations solely include painting automobile or truck bodies and no body repair is performed shall be classified as 9501(3), Painting — automobile or truck bodies.The painting or lettering of signs shall be classified as 9507, Sign Painting or Lettering and Quick Sign Shops.",Classification Code: 9501 | Pure Premium Rate: 4.03 | Effective Date: 9/1/2023
"ATHLETIC TEAMS OR ATHLETIC FACILITIES — players, umpires, referees and game officialsThe entire remuneration of each player shall be included, subject to a maximum of $154,700 per season. When a player works for two or more teams in the same sport during the season, the $154,700 per player maximum shall be prorated. This classification applies to the players, playing managers, and umpires, referees and game officials who monitor play, of professional and amateur athletic teams, including all players on the salary list of the insured whether regularly played or not. This classification also applies to umpires, referees and game officials in connection with youth or recreational athletic teams or facilities.Season shall include preseason and postseason exposure.Also refer to companion Classification 9182, Athletic Teams or Athletic Facilities — all employees other than players,  umpires, referees and game officials.If an employee who performs duties described by Classification 9181 also performs duties described by Classification 9182, the payroll of that employee may be divided between Classifications 9181 and 9182, provided the employer maintains accurate records supported by time cards or time book entries that show such division. See Section V, Rule 3, Division of Single Employee's Payroll.",Classification Code: 9181 | Pure Premium Rate: 10.37 | Effective Date: 9/1/2023
"STORES — retail — N.O.C. This classification applies to retail stores engaged in the sale of items not more specifically described
by another store classification, including but not limited to appliances, artwork, baked
goods, cellular telephones, cosmetics or beauty supplies, prescription and non-prescription
pharmaceuticals, party supplies, craft supplies, disposable medical supplies, mattresses and box
springs, domestic pets, firearms, games or gaming devices, home electronics, musical instruments,
sporting goods, toys, vitamins or food supplements, cut Christmas trees and wheelchairs.This classification also applies to self-serve laundromats, dry cleaning or laundry drop-off and
pick-up facilities (no cleaning on the premises), mail service stores and gaming arcades.The preparation or serving of hot foods shall be separately classified as 9079(1), Restaurants or
Taverns.",Classification Code: 8017 | Pure Premium Rate: 2.53 | Effective Date: 9/1/2023
"PLASTER MILLS This classification applies to the crushing or grinding of materials, including but not limited to clay, limestone and gypsum to powder form.Mining, quarrying, or sand, gravel or clay digging shall be separately classified.Employees engaged exclusively in delivery of the finished product shall be separately classified as 8232(2), Building Material Dealers.",Classification Code: 1741 | Pure Premium Rate: 3.14 | Effective Date: 9/1/2023
"AUTOMOBILE OR TRUCK BODY REPAIRING AND PAINTING —including estimators, service writers and customer service representatives This classification applies to body repair and painting of automobiles, trucks or buses, including outside body dent repair involving no painting, for other concerns on a fee basis. This classification includes mechanical repair operations that are performed on the same vehicles in connection with the automobile, truck or bus body repair and painting operations.Automobile, truck or bus service facilities where the operations solely include painting automobile, truck or bus bodies and no body repair is performed shall be classified as 9501(3), Painting — automobile or truck bodies.Towing, roadside assistance or freeway service patrol operations when conducted on vehicles not owned by the employer shall be separately classified as 7227, Automobile or Truck Towing, Roadside Assistance or Freeway Service Patrol.""Roadside assistance"" refers to services provided to the vehicle owner under an agreement with a third party (such as a motor club or law enforcement agency). Contemplated services include changing tires, jump-starting batteries, replacing batteries, supplying a small amount of gasoline or performing minor vehicle repairs such as reattaching ignition wires or battery cables.",Classification Code: 8393 | Pure Premium Rate: 2.54 | Effective Date: 9/1/2023
"AMUSEMENT OR RECREATIONAL FACILITIES – N.O.C. — all employees other than those engaged in the operation or maintenance of amusement devices, restaurants or retail stores This classification applies to the operation of amusement or recreational facilities, including but not limited to amusement parks, water parks, miniature golf courses, batting cages, bumper car facilities, archery ranges, water excursions/tours, laser tag, airsoft or paintball facilities, Nordic (cross-country) ski facilities and zoos, including veterinarians employed by zoos.This classification also applies to the operation of golf driving ranges that are not operated by golf courses or country clubs.This classification also applies to automobile or horse racetrack operations by employers that are not public agencies.This classification also applies to the operation of athletic or sports venues, including ballparks and stadiums, during non-sporting activities, including but not limited to concerts and exhibitions.Boat marinas or boat rental facilities shall be classified as 9016(4), Boat Marina and Boat Rental Operation.Golf courses, country clubs or yacht clubs shall be classified as 9060, Clubs — country, golf or yacht.Traveling carnivals shall be classified as 9185, Carnivals.The operation of events, including but not limited to farmers' markets, flea markets, street fairs, swap meets, art or antique festivals, trade shows (public or private), fun runs, foot races, cycling events, marathons, triathlons and athletic charity events shall be classified as 9095, Event Market, Festival or Trade Show Operation.The operation of racetracks by public agencies shall be classified as 9410/9420, Municipal, State or Other Public Agency Employees.Bowling centers shall be classified as 9092(1), Bowling Centers.Billiard halls shall be classified as 9092(2), Billiard Halls.Skating rinks or skate parks shall be classified as 9092(3), Skating Centers.Also refer to companion Classification 9180(1), Amusement or Recreational Facilities — N.O.C. — operation or maintenance of amusement devices.If an employee who performs duties described by Classification 9016(1) also performs duties described by Classification 9180(1), the payroll of that employee may be divided between Classifications 9016(1) and 9180(1), provided the employer maintains accurate records supported by time cards or time book entries that show such division. See Section V, Rule 3, Division of Single Employee's Payroll.Restaurants, retail stores or hotels shall be separately classified.",Classification Code: 9016 | Pure Premium Rate: 2.42 | Effective Date: 9/1/2023
"SHEET METAL WORK — erection, installation or repair — including shop, yard or storage operations —  employees whose regular hourly wage equals or exceeds $29.00 per hour — N.O.C.Assignment of this classification is subject to verification at the time of final audit that the employee’s regular hourly wage equals or exceeds $29.00 per hour. The payroll of an employee whose regular hourly wage is not shown to equal or exceed $29.00 per hour shall be classified as 5538(1), Sheet Metal Work. This classification applies to the installation of sheet metal items that are not more specifically described by another classification, including but not limited to gutters, downspouts, flashings, siding, flues, commercial kitchen vent hoods, counters, wall lining, expansion joint covers, decorative metal ceilings and corrugated metal decking.This classification includes the shop fabrication of sheet metal items when the employer installs any portion of the fabricated items.This classification applies to the installation of sheet metal roofing when installed by the same employer who performs the sheet metal skinning in constructing new buildings or additions to existing buildings at the same job or location. All other roofing shall be separately classified.This classification also applies to the installation of vinyl siding.The installation of ductwork for heating or air conditioning systems shall be classified as 5538(2)/5542(2), Heating or Air Conditioning Ductwork.The installation of pipe and pipe fittings shall be separately classified.",Classification Code: 5542 | Pure Premium Rate: 2.46 | Effective Date: 9/1/2023
"CABINET MFG. — wood — including the manufacture of commercial or industrial fixtures This classification applies to the manufacture of cabinets or fixtures, including but not limited to kitchen and bathroom cabinets, commercial showcases, trade show exhibition booths and retail displays that are designed to be affixed to building walls or floors. This classification also applies to the manufacture of wood or laminate countertops.The manufacture of metal cabinets and fixtures shall be classified as 3076(1), Furniture Mfg. — metal.Upholstery operations shall be separately classified as 9522(1), Upholstering — N.O.C.For employers that deal in any lumber or building materials or in any fuel and materials in addition to performing cabinet manufacturing operations, yard operations, including drivers and their helpers, shall be separately classified as 8232(1), Lumberyards, 8232(2), Building Material Dealers, or 8232(3), Fuel and Material Dealers, depending on the products sold.The installation of cabinets, fixtures or wood or laminate countertops shall be separately classified as 5146(1), Cabinet, Fixture or Trim Installation.The manufacture of solid plastic, composite acrylic, stone or cultured marble countertops shall be separately classified.",Classification Code: 2812 | Pure Premium Rate: 5.1 | Effective Date: 9/1/2023
"VENEER OR VENEER PRODUCTS MFG. — N.O.C. This classification applies to the manufacture of wood veneer and wood laminate products, including but not limited to plywood, table tops, engineered hardwood flooring and wood paneling.The manufacture of wood furniture, including incidental veneer manufacturing, shall be classified as 2883, Furniture Mfg. — wood.",Classification Code: 2915 | Pure Premium Rate: 4.37 | Effective Date: 9/1/2023
"WATERPROOFING — other than roofing or subaqueous work —  performed as a separate operation not a part of or incidental to any other operation — including shop, yard or storage operations — employees whose regular hourly wage does not equal or exceed $31.00 per hour This classification applies to the application of water repellent coatings, membranes or caulking to interior or exterior building surfaces. This classification also applies to the application of firestop caulking.This classification includes shop operations, including but not limited to mixing and blending waterproofing materials and equipment maintenance.The application of water repellent coatings, membranes or caulking to roof surfaces shall be classified as 5552/5553, Roofing.Waterproofing operations in connection with the employer's other classifiable operations shall not be separately classified.",Classification Code: 5474 | Pure Premium Rate: 7.74 | Effective Date: 9/1/2023
"PAINTING — water, oil or gasoline storage tanks — including shop, yard or storage operations — employees whose regular hourly wage does not equal or exceed $31.00 per hour This classification applies to the painting of water, oil and gasoline storage tanks. This classification includes incidental cleaning, abrasive blasting and surface preparation.This classification applies to shop operations, including but not limited to mixing and blending paints, maintaining painting equipment and shop painting in connection with painting at the customers' locations.The painting of steel structures or bridges shall be classified as 5040(3), Painting — steel structures or bridges.",Classification Code: 5474 | Pure Premium Rate: 7.74 | Effective Date: 9/1/2023
"WOODEN BOX OR CONTAINER MFG. This classification applies to the manufacture of wood boxes, box components, crates and shipping containers. This classification also applies to the manufacture of cooperage stock and the assembly of wood barrels.The manufacture of boxes made of paper, corrugated material or card stock shall be separately classified.The manufacture of wood pallets and the repair or reconditioning of wood pallets for other concerns on a fee basis shall be classified as 2757(1), Pallet Mfg., Repair or Reconditioning.The manufacture of wood coffins shall be classified as 2881(2), Coffin or Casket Mfg. or Assembling — wood.",Classification Code: 2759 | Pure Premium Rate: 6.0 | Effective Date: 9/1/2023
"PALLET DEALERS — secondhand This classification applies to the purchase, repair and sale of used wood pallets.The manufacture of wood pallets and the repair or reconditioning of wood pallets for other concerns on a fee basis shall be classified as 2757(1), Pallet Mfg., Repair or Reconditioning.The manufacture of wood boxes, crates or shipping containers shall be classified as 2759, Wooden Box or Container Mfg.",Classification Code: 2757 | Pure Premium Rate: 7.3 | Effective Date: 9/1/2023
"PALLET MFG., REPAIR OR RECONDITIONING — wood This classification applies to the manufacture of wood pallets and the repair or reconditioning of wood pallets for other concerns on a fee basis.The purchase, repair and resale of used wood pallets shall be classified as 2757(2), Pallet Dealers.The manufacture of wood boxes, box components or containers shall be classified as 2759, Wooden Box or Container Mfg.",Classification Code: 2757 | Pure Premium Rate: 7.3 | Effective Date: 9/1/2023
"RESIDENTIAL CARE FACILITIES FOR THE DEVELOPMENTALLY DISABLED — including supervisors and receptionists This classification applies to residential facilities that provide care and supervision for children or adults who are developmentally disabled. The term developmental disability refers to a severe and chronic disability that is attributable to a mental or physical impairment that begins before an individual reaches adulthood.This classification includes certified administrators, including but not limited to Nursing Home Administrators, Residential Care Facility for the Elderly Administrators, Adult Residential Facility Administrators and Qualified Intellectual Disabilities Professionals. This classification also includes employees who provide tours of the facility, including but not limited to tours for marketing, admission or inspection purposes.This classification also applies to intermediate care facilities that may retain nursing staff to provide intermittent skilled nursing services (not continuous skilled nursing care) for developmentally disabled children or adults. Facilities that provide 24-hour continuous skilled nursing care for residents shall be classified as 8829(1), Skilled Nursing Facilities.Operating schools or Independent Living Skills (ILS) instructional programs that are administered through state-contracted Regional Centers shall be separately classified as 8868, Colleges or Schools — private — not automobile schools — professors, teachers, or academic professional employees. The provision of Supported Living Services (SLS) to developmentally disabled individuals or In-Home Support Services (IHSS) shall be classified as 8827(1), Home Care Services.Residential facilities that provide assisted care and supervision for children (not developmentally disabled) shall be classified as 8823, Residential Care Facilities for Children.Residential facilities that provide assisted care and supervision for adults (not developmentally disabled) shall be classified as 9070(3), Residential Care Facilities for Adults.Residential facilities that provide assisted care and supervision for the elderly (not developmentally disabled) shall be classified as 9070(1), Residential Care Facilities for the Elderly.",Classification Code: 9085 | Pure Premium Rate: 2.48 | Effective Date: 9/1/2023
"LANDSCAPE GARDENING — including maintenance of gardens This classification applies to the construction, maintenance, repair or installation of landscape systems or facilities designed for public or private gardens or other areas in order to aesthetically, architecturally, horticulturally or functionally improve the grounds within or surrounding a structure or a tract or plot of land. This classification includes the preparation and grading of plots or areas of land for the installation of landscaping; pruning, repairing or trimming trees or hedges when none of the operations at a particular job or location require elevation, including but not limited to using ladders, lifts or by climbing; or chipping operations performed in connection with landscape gardening. This classification also applies to spraying or spreading lawn fertilizers or herbicides, or weed abatement for fire hazard control purposes not in connection with land clearing.When performed by the same employer that is primarily (over 50% of employee time) engaged in landscape work at a particular job or location, this classification also applies to the construction or installation of hardscape features, including but not limited to fountains, statuary, monuments, decorative pools, garden furniture, garden accent lighting and drainage or sprinkler systems.This classification also applies to reforestation operations to plant new trees or timber growth management operations to control or remove brush or overgrowth when performed for other concerns on a fee basis and not in connection with logging operations performed by the same employer. Reforestation or timber growth management operations when performed in connection with logging operations by the same employer shall be classified as 2702(1), Logging.Pruning, repairing or trimming trees or hedges, including ground crew operations, when any portion of the operations at a particular job or location requires elevation, including but not limited to using ladders, lifts or by climbing, shall be separately classified as 0106, Tree Pruning, Repairing or Trimming.Excavating, transporting and transplanting trees using mobile cranes shall be separately classified as 7219(3), Mobile Crane and Hoisting Service Contractors.The clearing of land to create firebreaks through the removal of trees, brush or vegetation shall be classified as 2702(2), Land Clearing – all operations.",Classification Code: 0042 | Pure Premium Rate: 5.03 | Effective Date: 9/1/2023
"ELECTRIC MOTOR MFG. OR REPAIR This classification applies to the manufacture or shop repair of electric motors including the cleaning and rewinding of armatures, field coils, rotors and similar parts.Dealers that sell or repair new electric motors that are used in industrial machinery or equipment shall be classified as 8107, Machinery and Equipment Dealers.Dealers that sell or repair used electric motors that are used in industrial machinery or equipment shall be classified as 8267, Machinery and Equipment Dealers — secondhand.The installation or repair of electric motors away from the shop shall be classified as 3724(2), Electrical Machinery or Auxiliary Apparatus.",Classification Code: 3569 | Pure Premium Rate: 1.65 | Effective Date: 9/1/2023
"DRUG, MEDICINE OR PHARMACEUTICAL PREPARATIONS MFG. — compounding, blending or packaging only — not manufacturing ingredients — N.O.C. This classification applies to the manufacturing, blending or packaging of drugs, medicines or pharmaceutical preparations that are intended for use in the diagnosis, cure, mitigation, treatment or prevention of disease. This classification also applies to the manufacture of reagents, testing solutions, enzymes, peptides, culture media, dental preparations (impression compounds, denture adhesives, or tooth restoration materials), contact lens solutions or orthopedics' coating materials.Compounding pharmacies that combine, mix or alter ingredients in response to a prescription to create a medication tailored to the medical needs of an individual patient shall be classified as 8017(1), Stores — retail.The manufacture of cosmetics or personal care products, such as makeup, lotions, perfumes and colognes, as well as products such as fluoride toothpaste, antidandruff shampoo, sun block, and antiperspirant that possess characteristics of drugs or medicinal preparations shall be classified as 4623, Cosmetic, Personal Care or Perfumery Products Mfg.The manufacture of vitamins or food supplements shall be classified as 4831, Vitamin or Dietary Supplement Mfg.The manufacture of test kits utilized for the diagnosis of medical conditions shall be classified as 5951, Serum, Antitoxin or Virus Mfg.",Classification Code: 4611 | Pure Premium Rate: 1.39 | Effective Date: 9/1/2023
"STOVE OR OVEN MFG. — gas or electric This classification applies to the manufacture of gas or electric commercial or household stoves or ovens used in cooking or baking food, and includes shop repair by the manufacturer. This classification also applies to the manufacture of wood burning stoves.The shop repair of gas or electric household stoves or ovens by shops that are not the manufacturer shall be classified as 9519(1), Household Appliances.The manufacture of industrial ovens shall be classified as 3175, Furnace or Heater Mfg.The manufacture of commercial food processing equipment or machinery, including food conveyors and conveyor ovens, shall be classified as 3560(1), Machinery Mfg. — commercial food processing equipment.The manufacture of microwave ovens or portable electric cooking appliances, including but not limited to toaster ovens, waffle irons and crock pots shall be classified as 3570, Electric Appliance Mfg.The installation, service or repair of gas or electric household stoves or ovens away from the shop shall be separately classified as 9519(1), Household Appliances.The installation or repair of gas or electric commercial stoves or ovens away from the shop shall be separately classified as 3724(1), Millwright Work.The installation or repair of wood burning stoves away from the shop shall be separately classified.",Classification Code: 3169 | Pure Premium Rate: 3.63 | Effective Date: 9/1/2023
"GATE OR CORRAL MFG. — tube or pipe stock This classification applies to the manufacture of metal gates, corrals, stanchions and fence sections if more than 50% of the metal used is tube or pipe stock.The manufacture of metal products not more specifically described by another classification shall
be classified as 3401(1), Tube or Pipe Products Mfg., if more than 50% of the metal used is tube
or pipe stock.The fabrication of structural iron or steel components used in
the framing of buildings, whether or not tubular stock is utilized, shall be
classified as 3030, Iron or Steel Works — structural.The fabrication of non-structural architectural or ornamental
iron or steel components, whether or not tubular stock is utilized, shall be
classified as 3040, Iron or Steel Works — non-structural.",Classification Code: 3401 | Pure Premium Rate: 3.85 | Effective Date: 9/1/2023
"STORES — computer — wholesale or retail — including Outside Salespersons This classification applies to each location of an employer at which the sale of computers, computer peripheral equipment, computer software, computer accessories, computer parts and computer supplies equals or exceeds 75% of gross receipts and not less than 10% of gross receipts is derived from the sale of computers, which include but are not limited to desktops, laptops, servers or tablets. Computer peripheral equipment includes but is not limited to monitors, printers, scanners, or computer mice, keyboards, webcams, disk drives, external storage devices, motherboards, modems or routers. For purposes of administering this classification, cellular telephones are not computers or computer peripheral equipment. Refer to Classification 8017(1), Stores — retail.The installation, service or repair of computers or computer systems at the store or at customers' locations shall be separately classified as 5193, Computer or Telephone System or Equipment Installation, Service or Repair.The manufacture of computers or computer peripheral equipment, or shop repair of computers or computer peripheral equipment by the manufacturer, shall be classified as 3681(2), Computer or Computer Peripheral Equipment Mfg.",Classification Code: 8062 | Pure Premium Rate: 1.14 | Effective Date: 9/1/2023
"FLOOR COVERING — installation This classification applies to the installation of linoleum, vinyl, cork, asphalt or rubber tile, or laminate (not hardwood) flooring within buildings, as well as the laying of carpets or rugs, including baseboard molding installation in connection therewith.The installation of unfinished or prefinished hardwood floors, including finishing and baseboard molding installation in connection therewith, shall be classified as 5436, Hardwood Floor Laying.The installation of tile, including but not limited to ceramic, stone, porcelain and glass tile shall be separately classified as 5348, Tile, Stone, Mosaic or Terrazzo Work.Stores engaged in the wholesale or retail sale of floor coverings, including but not limited to carpet and rugs; vinyl, linoleum, asphalt and rubber sheets, planks and tile; prefinished hardwood and bamboo strips and planks; and laminate and cork planks and tiles shall be separately classified as 8042, Stores — floor covering.Residential carpet cleaning performed as a specialty operation and not incidental to general cleaning shall be classified as 2584, Carpet, Rug or Upholstery Cleaning.Residential carpet cleaning incidental to general cleaning services shall be classified as 9096, Residential Cleaning Services.Commercial carpet cleaning incidental to general cleaning services shall be classified as 9008, Janitorial Services.",Classification Code: 9521 | Pure Premium Rate: 3.56 | Effective Date: 9/1/2023
"STRAWBERRY CROPS This classification applies to all acreage devoted to the cultivation and harvesting, including
field packing, of strawberries.The precooling of field packed strawberries shall be separately classified as 8291(1), Warehouses —
cold storage.The cultivation and harvesting, including field packing, of bush berries shall be classified as
0079(2), Bush Berry Crops.Providing machinery and operating crews to conduct mechanized farming or harvesting operations for separate concerns on a fee basis shall be classified as 0050, Farm Machinery Operation.",Classification Code: 0079 | Pure Premium Rate: 2.52 | Effective Date: 9/1/2023
"PRODUCT DEMONSTRATORS OR SAMPLE DISTRIBUTORS — by contractors — in stores This classification applies to employers that provide product demonstrators or sample distributors to promote products or services in stores, including but not limited to grocery, department and retail warehouse stores. Operations include demonstrating products, distributing samples or offering promotional materials to store patrons. Food product demonstrators may set up display tables and operate appliances to prepare food product samples that are distributed to store patrons.This classification does not apply to store employees engaged in in-store product demonstration or sample distribution. Such operations shall be assigned to the applicable Stores Industry Group classification.This classification does not apply to employees of manufacturers or distributors engaged in product demonstration or sample distribution. Such operations shall be classified as 8742, Salespersons — Outside, subject to the Standards Exception rule (see Section III, Rule 4, Standard Exceptions) or the applicable manufacturing, store or dealer classification.",Classification Code: 8017 | Pure Premium Rate: 2.53 | Effective Date: 9/1/2023
